"fecha","id_local","id_articulo","venta","cantidad_vendida","precio_unitario","costo_de_venta","margen_bruto","porcentaje_descuento","local","articulo","categoria","tamaño_local","ubicacion_local"
"2023-08-15 00:00:00","Local_3","68","117.06","3","43.36","58.53","58.53","0.1","Sucursal CCI","ART_068","Deportes","grande","comercial"
"2023-08-15 00:00:00","Local_3","71","264.76","3","92.9","83.61","181.15","0.05","Sucursal CCI","ART_071","Belleza","grande","comercial"
"2023-08-15 00:00:00","Local_3","74","162.4","2","81.2","48.72","113.68","0","Sucursal CCI","ART_074","Belleza","grande","comercial"
"2023-08-15 00:00:00","Local_3","75","140.4","2","70.2","42.12","98.28","0","Sucursal CCI","ART_075","Belleza","grande","comercial"
"2023-08-15 00:00:00","Local_3","76","911.2","12","75.93","273.36","637.84","0","Sucursal CCI","ART_076","Belleza","grande","comercial"
"2023-08-15 00:00:00","Local_3","77","361.33","5","72.27","108.4","252.93","0","Sucursal CCI","ART_077","Belleza","grande","comercial"
"2023-08-15 00:00:00","Local_3","78","400.87","7","57.27","120.26","280.61","0","Sucursal CCI","ART_078","Belleza","grande","comercial"
"2023-08-15 00:00:00","Local_3","79","74.24","2","46.4","27.84","46.4","0.2","Sucursal CCI","ART_079","Belleza","grande","comercial"
"2023-08-15 00:00:00","Local_3","83","209.8","3","69.93","62.94","146.86","0","Sucursal CCI","ART_083","Belleza","grande","comercial"
"2023-08-15 00:00:00","Local_3","86","133.1","3","44.37","39.93","93.17","0","Sucursal CCI","ART_086","Belleza","grande","comercial"
"2023-08-15 00:00:00","Local_3","87","120.37","1","120.37","36.11","84.26","0","Sucursal CCI","ART_087","Belleza","grande","comercial"
"2023-08-15 00:00:00","Local_4","48","89.43","1","94.14","47.07","42.36","0.05","Sucursal Sur","ART_048","Hogar","pequeño","periferia"
"2023-08-15 00:00:00","Local_4","87","361.1","3","120.37","108.33","252.77","0","Sucursal Sur","ART_087","Belleza","pequeño","periferia"
"2023-08-15 00:00:00","Local_5","56","113.48","1","126.09","56.74","56.74","0.1","La Magdalena","ART_056","Deportes","mediano","centro"
"2023-08-15 00:00:00","Local_5","67","131.91","1","131.91","59.36","72.55","0","La Magdalena","ART_067","Deportes","mediano","centro"
"2023-08-16 00:00:00","Local_1","7","1045.1","1","1045.1","627.06","418.04","0","Sucursal Norte","ART_007","Electrónica","mediano","periferia"
"2023-08-16 00:00:00","Local_1","25","316.74","2","158.37","110.86","205.88","0","Sucursal Norte","ART_025","Textil","mediano","periferia"
"2023-08-16 00:00:00","Local_1","78","57.27","1","57.27","17.18","40.09","0","Sucursal Norte","ART_078","Belleza","mediano","periferia"
"2023-08-16 00:00:00","Local_2","18","150.37","1","150.37","52.63","97.74","0","Matriz","ART_018","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","20","101.16","1","112.4","39.34","61.82","0.1","Matriz","ART_020","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","21","103.23","1","103.23","36.13","67.1","0","Matriz","ART_021","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","22","103.83","1","103.83","36.34","67.49","0","Matriz","ART_022","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","24","122.91","1","122.91","43.02","79.89","0","Matriz","ART_024","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","25","158.37","1","158.37","55.43","102.94","0","Matriz","ART_025","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","27","100.74","1","100.74","35.26","65.48","0","Matriz","ART_027","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","28","96.63","1","96.63","33.82","62.81","0","Matriz","ART_028","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","30","99.37","1","99.37","34.78","64.59","0","Matriz","ART_030","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","32","101.42","1","112.69","39.44","61.98","0.1","Matriz","ART_032","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","33","89.17","1","89.17","31.21","57.96","0","Matriz","ART_033","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","36","159.37","1","159.37","55.78","103.59","0","Matriz","ART_036","Textil","grande","centro"
"2023-08-16 00:00:00","Local_2","38","44.46","1","46.8","23.4","21.06","0.05","Matriz","ART_038","Hogar","grande","centro"
"2023-08-16 00:00:00","Local_2","42","248.82","3","82.94","124.41","124.41","0","Matriz","ART_042","Hogar","grande","centro"
"2023-08-16 00:00:00","Local_2","43","64.6","1","64.6","32.3","32.3","0","Matriz","ART_043","Hogar","grande","centro"
"2023-08-16 00:00:00","Local_2","49","311.58","3","103.86","155.79","155.79","0","Matriz","ART_049","Hogar","grande","centro"
"2023-08-16 00:00:00","Local_2","55","83.2","1","83.2","37.44","45.76","0","Matriz","ART_055","Deportes","grande","centro"
"2023-08-16 00:00:00","Local_2","58","121.22","1","121.22","54.55","66.67","0","Matriz","ART_058","Deportes","grande","centro"
"2023-08-16 00:00:00","Local_2","60","74.71","1","74.71","33.62","41.09","0","Matriz","ART_060","Deportes","grande","centro"
"2023-08-16 00:00:00","Local_2","62","197.22","1","197.22","88.75","108.47","0","Matriz","ART_062","Deportes","grande","centro"
"2023-08-16 00:00:00","Local_2","66","125.63","1","132.24","59.51","66.12","0.05","Matriz","ART_066","Deportes","grande","centro"
"2023-08-16 00:00:00","Local_2","68","130.07","3","43.36","58.53","71.54","0","Matriz","ART_068","Deportes","grande","centro"
"2023-08-16 00:00:00","Local_2","70","634.17","8","99.09","356.72","277.45","0.2","Matriz","ART_070","Deportes","grande","centro"
"2023-08-16 00:00:00","Local_2","71","371.6","4","92.9","111.48","260.12","0","Matriz","ART_071","Belleza","grande","centro"
"2023-08-16 00:00:00","Local_2","73","71.67","1","71.67","21.5","50.17","0","Matriz","ART_073","Belleza","grande","centro"
"2023-08-16 00:00:00","Local_2","74","243.6","3","81.2","73.08","170.52","0","Matriz","ART_074","Belleza","grande","centro"
"2023-08-16 00:00:00","Local_2","75","189.54","3","70.2","63.18","126.36","0.1","Matriz","ART_075","Belleza","grande","centro"
"2023-08-16 00:00:00","Local_2","77","480.57","7","72.27","151.76","328.81","0.05","Matriz","ART_077","Belleza","grande","centro"
"2023-08-16 00:00:00","Local_2","78","458.13","8","57.27","137.44","320.69","0","Matriz","ART_078","Belleza","grande","centro"
"2023-08-16 00:00:00","Local_2","79","139.2","3","46.4","41.76","97.44","0","Matriz","ART_079","Belleza","grande","centro"
"2023-08-16 00:00:00","Local_2","83","279.73","4","69.93","83.92","195.81","0","Matriz","ART_083","Belleza","grande","centro"
"2023-08-16 00:00:00","Local_2","86","177.47","4","44.37","53.24","124.23","0","Matriz","ART_086","Belleza","grande","centro"
"2023-08-16 00:00:00","Local_2","87","228.7","2","120.37","72.22","156.48","0.05","Matriz","ART_087","Belleza","grande","centro"
"2023-08-16 00:00:00","Local_3","18","150.37","1","150.37","52.63","97.74","0","Sucursal CCI","ART_018","Textil","grande","comercial"
"2023-08-16 00:00:00","Local_3","21","103.23","1","103.23","36.13","67.1","0","Sucursal CCI","ART_021","Textil","grande","comercial"
"2023-08-16 00:00:00","Local_3","22","103.83","1","103.83","36.34","67.49","0","Sucursal CCI","ART_022","Textil","grande","comercial"
"2023-08-16 00:00:00","Local_3","24","122.91","1","122.91","43.02","79.89","0","Sucursal CCI","ART_024","Textil","grande","comercial"
"2023-08-16 00:00:00","Local_3","27","100.74","1","100.74","35.26","65.48","0","Sucursal CCI","ART_027","Textil","grande","comercial"
"2023-08-16 00:00:00","Local_3","30","99.37","1","99.37","34.78","64.59","0","Sucursal CCI","ART_030","Textil","grande","comercial"
"2023-08-16 00:00:00","Local_3","33","89.17","1","89.17","31.21","57.96","0","Sucursal CCI","ART_033","Textil","grande","comercial"
"2023-08-16 00:00:00","Local_3","38","44.46","1","46.8","23.4","21.06","0.05","Sucursal CCI","ART_038","Hogar","grande","comercial"
"2023-08-16 00:00:00","Local_3","43","64.6","1","64.6","32.3","32.3","0","Sucursal CCI","ART_043","Hogar","grande","comercial"
"2023-08-16 00:00:00","Local_3","55","83.2","1","83.2","37.44","45.76","0","Sucursal CCI","ART_055","Deportes","grande","comercial"
"2023-08-16 00:00:00","Local_3","60","74.71","1","74.71","33.62","41.09","0","Sucursal CCI","ART_060","Deportes","grande","comercial"
"2023-08-16 00:00:00","Local_3","62","197.22","1","197.22","88.75","108.47","0","Sucursal CCI","ART_062","Deportes","grande","comercial"
"2023-08-16 00:00:00","Local_3","68","86.71","2","43.36","39.02","47.69","0","Sucursal CCI","ART_068","Deportes","grande","comercial"
"2023-08-16 00:00:00","Local_3","71","278.7","3","92.9","83.61","195.09","0","Sucursal CCI","ART_071","Belleza","grande","comercial"
"2023-08-16 00:00:00","Local_3","74","162.4","2","81.2","48.72","113.68","0","Sucursal CCI","ART_074","Belleza","grande","comercial"
"2023-08-16 00:00:00","Local_3","75","126.36","2","70.2","42.12","84.24","0.1","Sucursal CCI","ART_075","Belleza","grande","comercial"
"2023-08-16 00:00:00","Local_3","77","411.92","6","72.27","130.08","281.84","0.05","Sucursal CCI","ART_077","Belleza","grande","comercial"
"2023-08-16 00:00:00","Local_3","78","400.87","7","57.27","120.26","280.61","0","Sucursal CCI","ART_078","Belleza","grande","comercial"
"2023-08-16 00:00:00","Local_3","79","92.8","2","46.4","27.84","64.96","0","Sucursal CCI","ART_079","Belleza","grande","comercial"
"2023-08-16 00:00:00","Local_3","83","209.8","3","69.93","62.94","146.86","0","Sucursal CCI","ART_083","Belleza","grande","comercial"
"2023-08-16 00:00:00","Local_3","86","133.1","3","44.37","39.93","93.17","0","Sucursal CCI","ART_086","Belleza","grande","comercial"
"2023-08-16 00:00:00","Local_3","87","114.35","1","120.37","36.11","78.24","0.05","Sucursal CCI","ART_087","Belleza","grande","comercial"
"2023-08-16 00:00:00","Local_4","32","202.83","2","112.69","78.88","123.95","0.1","Sucursal Sur","ART_032","Textil","pequeño","periferia"
"2023-08-16 00:00:00","Local_5","22","311.49","3","103.83","109.02","202.47","0","La Magdalena","ART_022","Textil","mediano","centro"
"2023-08-16 00:00:00","Local_5","68","86.71","2","43.36","39.02","47.69","0","La Magdalena","ART_068","Deportes","mediano","centro"
"2023-08-16 00:00:00","Local_5","86","221.83","5","44.37","66.55","155.28","0","La Magdalena","ART_086","Belleza","mediano","centro"
"2023-08-17 00:00:00","Local_1","11","740.73","1","740.73","444.44","296.29","0","Sucursal Norte","ART_011","Electrónica","mediano","periferia"
"2023-08-17 00:00:00","Local_1","25","150.45","1","158.37","55.43","95.02","0.05","Sucursal Norte","ART_025","Textil","mediano","periferia"
"2023-08-17 00:00:00","Local_1","75","600.21","9","70.2","189.54","410.67","0.05","Sucursal Norte","ART_075","Belleza","mediano","periferia"
"2023-08-17 00:00:00","Local_1","78","57.27","1","57.27","17.18","40.09","0","Sucursal Norte","ART_078","Belleza","mediano","periferia"
"2023-08-17 00:00:00","Local_2","18","150.37","1","150.37","52.63","97.74","0","Matriz","ART_018","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","20","112.4","1","112.4","39.34","73.06","0","Matriz","ART_020","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","21","92.91","1","103.23","36.13","56.78","0.1","Matriz","ART_021","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","22","197.27","2","103.83","72.68","124.59","0.05","Matriz","ART_022","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","24","122.91","1","122.91","43.02","79.89","0","Matriz","ART_024","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","25","150.45","1","158.37","55.43","95.02","0.05","Matriz","ART_025","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","26","145.72","1","161.91","56.67","89.05","0.1","Matriz","ART_026","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","27","191.41","2","100.74","70.52","120.89","0.05","Matriz","ART_027","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","30","99.37","1","99.37","34.78","64.59","0","Matriz","ART_030","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","32","107.05","1","112.69","39.44","67.61","0.05","Matriz","ART_032","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","33","89.17","1","89.17","31.21","57.96","0","Matriz","ART_033","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","36","151.4","1","159.37","55.78","95.62","0.05","Matriz","ART_036","Textil","grande","centro"
"2023-08-17 00:00:00","Local_2","38","46.8","1","46.8","23.4","23.4","0","Matriz","ART_038","Hogar","grande","centro"
"2023-08-17 00:00:00","Local_2","43","64.6","1","64.6","32.3","32.3","0","Matriz","ART_043","Hogar","grande","centro"
"2023-08-17 00:00:00","Local_2","49","103.86","1","103.86","51.93","51.93","0","Matriz","ART_049","Hogar","grande","centro"
"2023-08-17 00:00:00","Local_2","55","79.04","1","83.2","37.44","41.6","0.05","Matriz","ART_055","Deportes","grande","centro"
"2023-08-17 00:00:00","Local_2","58","115.16","1","121.22","54.55","60.61","0.05","Matriz","ART_058","Deportes","grande","centro"
"2023-08-17 00:00:00","Local_2","60","74.71","1","74.71","33.62","41.09","0","Matriz","ART_060","Deportes","grande","centro"
"2023-08-17 00:00:00","Local_2","62","187.36","1","197.22","88.75","98.61","0.05","Matriz","ART_062","Deportes","grande","centro"
"2023-08-17 00:00:00","Local_2","66","132.24","1","132.24","59.51","72.73","0","Matriz","ART_066","Deportes","grande","centro"
"2023-08-17 00:00:00","Local_2","68","130.07","3","43.36","58.53","71.54","0","Matriz","ART_068","Deportes","grande","centro"
"2023-08-17 00:00:00","Local_2","71","371.6","4","92.9","111.48","260.12","0","Matriz","ART_071","Belleza","grande","centro"
"2023-08-17 00:00:00","Local_2","73","68.08","1","71.67","21.5","46.58","0.05","Matriz","ART_073","Belleza","grande","centro"
"2023-08-17 00:00:00","Local_2","74","231.42","3","81.2","73.08","158.34","0.05","Matriz","ART_074","Belleza","grande","centro"
"2023-08-17 00:00:00","Local_2","75","200.07","3","70.2","63.18","136.89","0.05","Matriz","ART_075","Belleza","grande","centro"
"2023-08-17 00:00:00","Local_2","77","455.28","7","72.27","151.76","303.52","0.1","Matriz","ART_077","Belleza","grande","centro"
"2023-08-17 00:00:00","Local_2","78","458.13","8","57.27","137.44","320.69","0","Matriz","ART_078","Belleza","grande","centro"
"2023-08-17 00:00:00","Local_2","79","139.2","3","46.4","41.76","97.44","0","Matriz","ART_079","Belleza","grande","centro"
"2023-08-17 00:00:00","Local_2","82","916.2","15","67.87","305.4","610.8","0.1","Matriz","ART_082","Belleza","grande","centro"
"2023-08-17 00:00:00","Local_2","83","279.73","4","69.93","83.92","195.81","0","Matriz","ART_083","Belleza","grande","centro"
"2023-08-17 00:00:00","Local_2","86","177.47","4","44.37","53.24","124.23","0","Matriz","ART_086","Belleza","grande","centro"
"2023-08-17 00:00:00","Local_2","87","240.73","2","120.37","72.22","168.51","0","Matriz","ART_087","Belleza","grande","centro"
"2023-08-17 00:00:00","Local_3","18","150.37","1","150.37","52.63","97.74","0","Sucursal CCI","ART_018","Textil","grande","comercial"
"2023-08-17 00:00:00","Local_3","21","92.91","1","103.23","36.13","56.78","0.1","Sucursal CCI","ART_021","Textil","grande","comercial"
"2023-08-17 00:00:00","Local_3","22","98.64","1","103.83","36.34","62.3","0.05","Sucursal CCI","ART_022","Textil","grande","comercial"
"2023-08-17 00:00:00","Local_3","24","122.91","1","122.91","43.02","79.89","0","Sucursal CCI","ART_024","Textil","grande","comercial"
"2023-08-17 00:00:00","Local_3","27","95.71","1","100.74","35.26","60.45","0.05","Sucursal CCI","ART_027","Textil","grande","comercial"
"2023-08-17 00:00:00","Local_3","30","99.37","1","99.37","34.78","64.59","0","Sucursal CCI","ART_030","Textil","grande","comercial"
"2023-08-17 00:00:00","Local_3","33","89.17","1","89.17","31.21","57.96","0","Sucursal CCI","ART_033","Textil","grande","comercial"
"2023-08-17 00:00:00","Local_3","38","46.8","1","46.8","23.4","23.4","0","Sucursal CCI","ART_038","Hogar","grande","comercial"
"2023-08-17 00:00:00","Local_3","43","64.6","1","64.6","32.3","32.3","0","Sucursal CCI","ART_043","Hogar","grande","comercial"
"2023-08-17 00:00:00","Local_3","55","79.04","1","83.2","37.44","41.6","0.05","Sucursal CCI","ART_055","Deportes","grande","comercial"
"2023-08-17 00:00:00","Local_3","56","252.18","2","126.09","113.48","138.7","0","Sucursal CCI","ART_056","Deportes","grande","comercial"
"2023-08-17 00:00:00","Local_3","60","74.71","1","74.71","33.62","41.09","0","Sucursal CCI","ART_060","Deportes","grande","comercial"
"2023-08-17 00:00:00","Local_3","62","187.36","1","197.22","88.75","98.61","0.05","Sucursal CCI","ART_062","Deportes","grande","comercial"
"2023-08-17 00:00:00","Local_3","68","86.71","2","43.36","39.02","47.69","0","Sucursal CCI","ART_068","Deportes","grande","comercial"
"2023-08-17 00:00:00","Local_3","71","278.7","3","92.9","83.61","195.09","0","Sucursal CCI","ART_071","Belleza","grande","comercial"
"2023-08-17 00:00:00","Local_3","73","1157.42","17","71.67","365.5","791.92","0.05","Sucursal CCI","ART_073","Belleza","grande","comercial"
"2023-08-17 00:00:00","Local_3","74","154.28","2","81.2","48.72","105.56","0.05","Sucursal CCI","ART_074","Belleza","grande","comercial"
"2023-08-17 00:00:00","Local_3","75","133.38","2","70.2","42.12","91.26","0.05","Sucursal CCI","ART_075","Belleza","grande","comercial"
"2023-08-17 00:00:00","Local_3","77","390.24","6","72.27","130.08","260.16","0.1","Sucursal CCI","ART_077","Belleza","grande","comercial"
"2023-08-17 00:00:00","Local_3","78","400.87","7","57.27","120.26","280.61","0","Sucursal CCI","ART_078","Belleza","grande","comercial"
"2023-08-17 00:00:00","Local_3","79","92.8","2","46.4","27.84","64.96","0","Sucursal CCI","ART_079","Belleza","grande","comercial"
"2023-08-17 00:00:00","Local_3","83","209.8","3","69.93","62.94","146.86","0","Sucursal CCI","ART_083","Belleza","grande","comercial"
"2023-08-17 00:00:00","Local_3","86","133.1","3","44.37","39.93","93.17","0","Sucursal CCI","ART_086","Belleza","grande","comercial"
"2023-08-17 00:00:00","Local_3","87","120.37","1","120.37","36.11","84.26","0","Sucursal CCI","ART_087","Belleza","grande","comercial"
"2023-08-17 00:00:00","Local_5","73","272.33","4","71.67","86","186.33","0.05","La Magdalena","ART_073","Belleza","mediano","centro"
"2023-08-18 00:00:00","Local_1","31","176.97","2","93.14","65.2","111.77","0.05","Sucursal Norte","ART_031","Textil","mediano","periferia"
"2023-08-18 00:00:00","Local_1","77","867.2","12","72.27","260.16","607.04","0","Sucursal Norte","ART_077","Belleza","mediano","periferia"
"2023-08-18 00:00:00","Local_1","78","57.27","1","57.27","17.18","40.09","0","Sucursal Norte","ART_078","Belleza","mediano","periferia"
"2023-08-18 00:00:00","Local_2","18","150.37","1","150.37","52.63","97.74","0","Matriz","ART_018","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","20","101.16","1","112.4","39.34","61.82","0.1","Matriz","ART_020","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","21","103.23","1","103.23","36.13","67.1","0","Matriz","ART_021","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","22","103.83","1","103.83","36.34","67.49","0","Matriz","ART_022","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","24","116.77","1","122.91","43.02","73.75","0.05","Matriz","ART_024","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","25","158.37","1","158.37","55.43","102.94","0","Matriz","ART_025","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","27","100.74","1","100.74","35.26","65.48","0","Matriz","ART_027","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","28","96.63","1","96.63","33.82","62.81","0","Matriz","ART_028","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","30","99.37","1","99.37","34.78","64.59","0","Matriz","ART_030","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","32","112.69","1","112.69","39.44","73.25","0","Matriz","ART_032","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","33","84.71","1","89.17","31.21","53.5","0.05","Matriz","ART_033","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","36","127.5","1","159.37","55.78","71.72","0.2","Matriz","ART_036","Textil","grande","centro"
"2023-08-18 00:00:00","Local_2","38","46.8","1","46.8","23.4","23.4","0","Matriz","ART_038","Hogar","grande","centro"
"2023-08-18 00:00:00","Local_2","40","121.28","1","121.28","60.64","60.64","0","Matriz","ART_040","Hogar","grande","centro"
"2023-08-18 00:00:00","Local_2","43","258.4","4","64.6","129.2","129.2","0","Matriz","ART_043","Hogar","grande","centro"
"2023-08-18 00:00:00","Local_2","49","103.86","1","103.86","51.93","51.93","0","Matriz","ART_049","Hogar","grande","centro"
"2023-08-18 00:00:00","Local_2","55","83.2","1","83.2","37.44","45.76","0","Matriz","ART_055","Deportes","grande","centro"
"2023-08-18 00:00:00","Local_2","58","121.22","1","121.22","54.55","66.67","0","Matriz","ART_058","Deportes","grande","centro"
"2023-08-18 00:00:00","Local_2","60","119.54","2","74.71","67.24","52.3","0.2","Matriz","ART_060","Deportes","grande","centro"
"2023-08-18 00:00:00","Local_2","62","187.36","1","197.22","88.75","98.61","0.05","Matriz","ART_062","Deportes","grande","centro"
"2023-08-18 00:00:00","Local_2","63","111.54","1","123.93","55.77","55.77","0.1","Matriz","ART_063","Deportes","grande","centro"
"2023-08-18 00:00:00","Local_2","66","132.24","1","132.24","59.51","72.73","0","Matriz","ART_066","Deportes","grande","centro"
"2023-08-18 00:00:00","Local_2","68","130.07","3","43.36","58.53","71.54","0","Matriz","ART_068","Deportes","grande","centro"
"2023-08-18 00:00:00","Local_2","71","371.6","4","92.9","111.48","260.12","0","Matriz","ART_071","Belleza","grande","centro"
"2023-08-18 00:00:00","Local_2","73","71.67","1","71.67","21.5","50.17","0","Matriz","ART_073","Belleza","grande","centro"
"2023-08-18 00:00:00","Local_2","74","219.24","3","81.2","73.08","146.16","0.1","Matriz","ART_074","Belleza","grande","centro"
"2023-08-18 00:00:00","Local_2","75","140.4","2","70.2","42.12","98.28","0","Matriz","ART_075","Belleza","grande","centro"
"2023-08-18 00:00:00","Local_2","77","433.6","6","72.27","130.08","303.52","0","Matriz","ART_077","Belleza","grande","centro"
"2023-08-18 00:00:00","Local_2","78","458.13","8","57.27","137.44","320.69","0","Matriz","ART_078","Belleza","grande","centro"
"2023-08-18 00:00:00","Local_2","79","139.2","3","46.4","41.76","97.44","0","Matriz","ART_079","Belleza","grande","centro"
"2023-08-18 00:00:00","Local_2","83","251.76","4","69.93","83.92","167.84","0.1","Matriz","ART_083","Belleza","grande","centro"
"2023-08-18 00:00:00","Local_2","86","177.47","4","44.37","53.24","124.23","0","Matriz","ART_086","Belleza","grande","centro"
"2023-08-18 00:00:00","Local_2","87","240.73","2","120.37","72.22","168.51","0","Matriz","ART_087","Belleza","grande","centro"
"2023-08-18 00:00:00","Local_3","18","150.37","1","150.37","52.63","97.74","0","Sucursal CCI","ART_018","Textil","grande","comercial"
"2023-08-18 00:00:00","Local_3","21","103.23","1","103.23","36.13","67.1","0","Sucursal CCI","ART_021","Textil","grande","comercial"
"2023-08-18 00:00:00","Local_3","22","103.83","1","103.83","36.34","67.49","0","Sucursal CCI","ART_022","Textil","grande","comercial"
"2023-08-18 00:00:00","Local_3","24","116.77","1","122.91","43.02","73.75","0.05","Sucursal CCI","ART_024","Textil","grande","comercial"
"2023-08-18 00:00:00","Local_3","27","100.74","1","100.74","35.26","65.48","0","Sucursal CCI","ART_027","Textil","grande","comercial"
"2023-08-18 00:00:00","Local_3","30","99.37","1","99.37","34.78","64.59","0","Sucursal CCI","ART_030","Textil","grande","comercial"
"2023-08-18 00:00:00","Local_3","33","84.71","1","89.17","31.21","53.5","0.05","Sucursal CCI","ART_033","Textil","grande","comercial"
"2023-08-18 00:00:00","Local_3","36","127.5","1","159.37","55.78","71.72","0.2","Sucursal CCI","ART_036","Textil","grande","comercial"
"2023-08-18 00:00:00","Local_3","38","46.8","1","46.8","23.4","23.4","0","Sucursal CCI","ART_038","Hogar","grande","comercial"
"2023-08-18 00:00:00","Local_3","43","64.6","1","64.6","32.3","32.3","0","Sucursal CCI","ART_043","Hogar","grande","comercial"
"2023-08-18 00:00:00","Local_3","55","83.2","1","83.2","37.44","45.76","0","Sucursal CCI","ART_055","Deportes","grande","comercial"
"2023-08-18 00:00:00","Local_3","60","59.77","1","74.71","33.62","26.15","0.2","Sucursal CCI","ART_060","Deportes","grande","comercial"
"2023-08-18 00:00:00","Local_3","62","187.36","1","197.22","88.75","98.61","0.05","Sucursal CCI","ART_062","Deportes","grande","comercial"
"2023-08-18 00:00:00","Local_3","68","86.71","2","43.36","39.02","47.69","0","Sucursal CCI","ART_068","Deportes","grande","comercial"
"2023-08-18 00:00:00","Local_3","71","278.7","3","92.9","83.61","195.09","0","Sucursal CCI","ART_071","Belleza","grande","comercial"
"2023-08-18 00:00:00","Local_3","74","146.16","2","81.2","48.72","97.44","0.1","Sucursal CCI","ART_074","Belleza","grande","comercial"
"2023-08-18 00:00:00","Local_3","75","140.4","2","70.2","42.12","98.28","0","Sucursal CCI","ART_075","Belleza","grande","comercial"
"2023-08-18 00:00:00","Local_3","77","361.33","5","72.27","108.4","252.93","0","Sucursal CCI","ART_077","Belleza","grande","comercial"
"2023-08-18 00:00:00","Local_3","78","400.87","7","57.27","120.26","280.61","0","Sucursal CCI","ART_078","Belleza","grande","comercial"
"2023-08-18 00:00:00","Local_3","79","92.8","2","46.4","27.84","64.96","0","Sucursal CCI","ART_079","Belleza","grande","comercial"
"2023-08-18 00:00:00","Local_3","83","188.82","3","69.93","62.94","125.88","0.1","Sucursal CCI","ART_083","Belleza","grande","comercial"
"2023-08-18 00:00:00","Local_3","86","133.1","3","44.37","39.93","93.17","0","Sucursal CCI","ART_086","Belleza","grande","comercial"
"2023-08-18 00:00:00","Local_3","87","120.37","1","120.37","36.11","84.26","0","Sucursal CCI","ART_087","Belleza","grande","comercial"
"2023-08-19 00:00:00","Local_1","30","496.86","5","99.37","173.9","322.96","0","Sucursal Norte","ART_030","Textil","mediano","periferia"
"2023-08-19 00:00:00","Local_1","36","318.74","2","159.37","111.56","207.18","0","Sucursal Norte","ART_036","Textil","mediano","periferia"
"2023-08-19 00:00:00","Local_1","68","43.36","1","43.36","19.51","23.85","0","Sucursal Norte","ART_068","Deportes","mediano","periferia"
"2023-08-19 00:00:00","Local_1","77","130.08","2","72.27","43.36","86.72","0.1","Sucursal Norte","ART_077","Belleza","mediano","periferia"
"2023-08-19 00:00:00","Local_1","78","171.8","3","57.27","51.54","120.26","0","Sucursal Norte","ART_078","Belleza","mediano","periferia"
"2023-08-19 00:00:00","Local_2","5","872.48","1","872.48","523.49","348.99","0","Matriz","ART_005","Electrónica","grande","centro"
"2023-08-19 00:00:00","Local_2","11","740.73","1","740.73","444.44","296.29","0","Matriz","ART_011","Electrónica","grande","centro"
"2023-08-19 00:00:00","Local_2","18","285.71","2","150.37","105.26","180.45","0.05","Matriz","ART_018","Textil","grande","centro"
"2023-08-19 00:00:00","Local_2","19","129.97","1","129.97","45.49","84.48","0","Matriz","ART_019","Textil","grande","centro"
"2023-08-19 00:00:00","Local_2","20","112.4","1","112.4","39.34","73.06","0","Matriz","ART_020","Textil","grande","centro"
"2023-08-19 00:00:00","Local_2","21","490.34","5","103.23","180.65","309.69","0.05","Matriz","ART_021","Textil","grande","centro"
"2023-08-19 00:00:00","Local_2","22","207.66","2","103.83","72.68","134.98","0","Matriz","ART_022","Textil","grande","centro"
"2023-08-19 00:00:00","Local_2","23","119.46","1","119.46","41.81","77.65","0","Matriz","ART_023","Textil","grande","centro"
"2023-08-19 00:00:00","Local_2","24","245.83","2","122.91","86.04","159.79","0","Matriz","ART_024","Textil","grande","centro"
